,Date,open,high,low,close,adjclose,volume
0,2010-01-04,31.978609085083008,32.38859176635742,31.604278564453125,32.35293960571289,22.004926681518555,5348574
1,2010-01-05,32.156864166259766,33.18181610107422,32.09447479248047,33.10160446166992,22.514137268066406,6288025
2,2010-01-06,33.083778381347656,33.5115852355957,32.80748748779297,33.440284729003906,22.744482040405273,4722049
3,2010-01-07,33.20855712890625,33.96613311767578,32.994651794433594,33.912654876708984,23.06576919555664,7066019
4,2010-01-08,33.68983840942383,34.108734130859375,33.36898422241211,34.09090805053711,23.187007904052734,5395474
5,2010-01-11,34.44741439819336,34.670230865478516,34.055259704589844,34.313724517822266,23.33855628967285,8013212
6,2010-01-12,34.75935745239258,35.03565216064453,34.18003463745117,34.32263946533203,23.344623565673828,7270784
7,2010-01-13,34.39393997192383,34.64349365234375,33.547237396240234,33.796791076660156,22.986963272094727,7478018
8,2010-01-14,33.76114273071289,34.260250091552734,33.039215087890625,34.117645263671875,23.2051944732666,6330324
9,2010-01-15,33.894832611083984,33.894832611083984,33.27985763549805,33.73440170288086,22.944530487060547,8547733
10,2010-01-19,33.752227783203125,35.92691421508789,33.547237396240234,35.0713005065918,23.85381507873535,16577213
11,2010-01-20,34.70588302612305,34.75935745239258,33.86809158325195,34.49197769165039,23.459794998168945,7655182
12,2010-01-21,33.68983840942383,34.269161224365234,32.629234313964844,33.28876876831055,22.64142608642578,12712821
13,2010-01-22,33.17290496826172,33.25312042236328,32.0677375793457,32.19251251220703,21.895809173583984,9272320
14,2010-01-25,32.64706039428711,33.083778381347656,32.34402847290039,32.45098114013672,22.071609497070312,5194299
15,2010-01-26,32.0677375793457,32.869876861572266,31.702316284179688,31.844919204711914,21.659395217895508,5466833
16,2010-01-27,31.853832244873047,32.57575988769531,31.479501724243164,32.44206619262695,22.0655460357666,6360506
17,2010-01-28,32.50445556640625,32.629234313964844,31.479501724243164,31.75579261779785,21.598770141601562,5678554
18,2010-01-29,32.121212005615234,32.37968063354492,31.336898803710938,31.479501724243164,21.410856246948242,5509132
19,2010-02-01,32.174686431884766,32.7896614074707,31.809268951416016,32.03208541870117,21.78669548034668,5295167
20,2010-02-02,32.522281646728516,32.65597152709961,31.773618698120117,32.41532897949219,22.0473575592041,7118753
21,2010-02-03,31.541889190673828,31.729055404663086,30.58823585510254,31.016042709350586,21.095640182495117,16874656
22,2010-02-04,31.31015968322754,31.515151977539062,30.597148895263672,30.95365333557129,21.053203582763672,14933035
23,2010-02-05,31.221033096313477,31.50623893737793,29.91978645324707,30.90909194946289,21.02288818359375,11624593
24,2010-02-08,30.846702575683594,30.882352828979492,29.946523666381836,29.982175827026367,20.392444610595703,7146242
25,2010-02-09,30.303030014038086,31.844919204711914,29.76827049255371,31.327985763549805,21.307804107666016,18333143
26,2010-02-10,31.283422470092773,31.4616756439209,30.775400161743164,31.131906509399414,21.174436569213867,8246476
27,2010-02-11,30.926916122436523,30.98930549621582,30.579322814941406,30.784313201904297,20.938024520874023,7678744
28,2010-02-12,30.409982681274414,30.935829162597656,30.0356502532959,30.87343978881836,20.998640060424805,8534044
29,2010-02-16,31.256683349609375,31.3992862701416,30.7130126953125,31.247772216796875,21.253246307373047,7745054
30,2010-02-17,31.3992862701416,31.524063110351562,30.95365333557129,31.07843017578125,21.138065338134766,6831297
31,2010-02-18,30.962566375732422,31.221033096313477,30.962566375732422,31.060606002807617,21.12594223022461,7162736
32,2010-02-19,30.926916122436523,31.408199310302734,30.7130126953125,31.221033096313477,21.235048294067383,8700437
33,2010-02-22,31.30124855041504,31.577539443969727,31.11408233642578,31.434938430786133,21.380542755126953,7150169
34,2010-02-23,31.38146209716797,31.541889190673828,30.63279914855957,31.051692962646484,21.11988067626953,8419264
35,2010-02-24,31.007129669189453,31.773618698120117,30.86452865600586,31.720142364501953,21.57453155517578,6359720
36,2010-02-25,31.372549057006836,31.969697952270508,31.03386878967285,31.94295883178711,21.72608184814453,9399331
37,2010-02-26,31.98752212524414,32.629234313964844,31.559715270996094,32.43315505981445,22.059484481811523,10848281
38,2010-03-01,32.54010772705078,33.244205474853516,32.317291259765625,32.56684494018555,22.150413513183594,5968928
39,2010-03-02,32.64706039428711,32.89661407470703,32.39750289916992,32.7896614074707,22.30196189880371,5082323
40,2010-03-03,32.869876861572266,32.994651794433594,32.638145446777344,32.75400924682617,22.277713775634766,4300289
41,2010-03-04,32.9144401550293,34.02851867675781,32.825313568115234,33.96613311767578,23.102136611938477,10159486
42,2010-03-05,34.144386291503906,34.79500961303711,33.98395538330078,34.68805694580078,23.593158721923828,7946228
43,2010-03-08,36.22994613647461,36.59536361694336,35.686275482177734,36.452762603759766,24.79343032836914,17506117
44,2010-03-09,36.31907272338867,36.98752212524414,36.07843017578125,36.3725471496582,24.738874435424805,10304672
45,2010-03-10,36.4973258972168,37.61140823364258,36.3725471496582,37.23707580566406,25.32687759399414,12029411
46,2010-03-11,37.317291259765625,37.85205078125,36.94295883178711,37.718360900878906,25.65423011779785,10313761
47,2010-03-12,38.01247787475586,38.27094650268555,37.35293960571289,37.531192779541016,25.526926040649414,7205260
48,2010-03-15,37.40641784667969,37.887699127197266,37.112300872802734,37.65597152709961,25.611791610717773,6455988
49,2010-03-16,37.61140823364258,38.074867248535156,37.531192779541016,38.048126220703125,25.87851905822754,5179601
50,2010-03-17,38.351158142089844,38.88591766357422,38.190731048583984,38.351158142089844,26.084630966186523,6832419
51,2010-03-18,38.600711822509766,38.600711822509766,37.60249710083008,37.834224700927734,25.73303985595703,7401946
52,2010-03-19,37.281639099121094,38.13725662231445,37.1390380859375,37.281639099121094,25.357194900512695,9555850
53,2010-03-22,36.951873779296875,37.61140823364258,36.59536361694336,37.18360137939453,25.290512084960938,7516727
54,2010-03-23,37.22816467285156,37.61140823364258,36.82709503173828,37.58467102050781,25.56329917907715,5471433
55,2010-03-24,37.45989227294922,38.048126220703125,37.29946517944336,37.361854553222656,25.411758422851562,5393791
56,2010-03-25,37.70944595336914,38.32442092895508,37.45989227294922,37.531192779541016,25.526926040649414,6387434
57,2010-03-26,37.57575988769531,38.342247009277344,37.45098114013672,37.66488265991211,25.61785316467285,5156263
58,2010-03-29,37.8609619140625,38.40463638305664,37.75400924682617,38.32442092895508,26.066438674926758,5373146
59,2010-03-30,38.31550979614258,38.53832244873047,38.17290496826172,38.20855712890625,25.98763656616211,3992413
60,2010-03-31,37.94117736816406,38.6363639831543,37.94117736816406,38.6274528503418,26.27254295349121,5480072
61,2010-04-01,38.85026550292969,39.25133514404297,38.68983840942383,39.2245979309082,26.678701400756836,6289820
62,2010-04-05,39.40285110473633,40.10695266723633,39.37611389160156,40.0623893737793,27.248519897460938,5058537
63,2010-04-06,40.017826080322266,40.24064254760742,39.866310119628906,39.96434783935547,27.18184471130371,5089616
64,2010-04-07,39.777183532714844,40.017826080322266,39.03743362426758,39.2869873046875,26.72113037109375,7172497
65,2010-04-08,39.153297424316406,40.65953826904297,39.08199691772461,40.55258560180664,27.581928253173828,8725457
66,2010-04-09,40.75757598876953,40.95365524291992,39.973262786865234,40.34759521484375,27.442506790161133,5316485
67,2010-04-12,40.60606002807617,40.74866485595703,40.31194305419922,40.66844940185547,27.66073989868164,4517172
68,2010-04-13,40.499107360839844,40.579322814941406,39.94652557373047,40.51693344116211,27.55768394470215,3268274
69,2010-04-14,40.329769134521484,41.4884147644043,40.329769134521484,41.38146209716797,28.14568519592285,5472779
70,2010-04-15,40.543670654296875,41.292335510253906,40.534759521484375,41.23885726928711,28.0487060546875,4128175
71,2010-04-16,40.99821853637695,41.256683349609375,39.88413619995117,40.43672180175781,27.503131866455078,8943238
72,2010-04-19,40.08021545410156,41.00712966918945,40.0,40.98039245605469,27.872909545898438,5890051
73,2010-04-20,41.247772216796875,41.86274337768555,41.00712966918945,41.84492111206055,28.46092414855957,4480370
74,2010-04-21,41.81818389892578,41.916221618652344,40.6506233215332,41.256683349609375,28.060821533203125,6910510
75,2010-04-22,40.80213928222656,41.657752990722656,40.46345901489258,41.604278564453125,28.297243118286133,5199909
76,2010-04-23,41.105167388916016,42.014259338378906,40.81996536254883,41.97861099243164,28.551843643188477,5242882
77,2010-04-26,41.88056945800781,42.55793380737305,41.639930725097656,41.74687957763672,28.394235610961914,5365741
78,2010-04-27,41.38146209716797,41.568626403808594,39.260250091552734,39.48306655883789,26.854496002197266,7850634
79,2010-04-28,39.973262786865234,40.75757598876953,38.92156982421875,39.13547134399414,26.618085861206055,11471104
80,2010-04-29,39.63458251953125,40.76648712158203,39.429588317871094,40.65953826904297,27.654678344726562,7489799
81,2010-04-30,41.212120056152344,42.531192779541016,40.579322814941406,40.62388610839844,27.63042449951172,13051441
82,2010-05-03,40.95365524291992,41.399288177490234,40.6417121887207,40.7843132019043,27.739540100097656,7439421
83,2010-05-04,40.29411697387695,40.29411697387695,39.33155059814453,39.64349365234375,26.963611602783203,8081317
84,2010-05-05,39.099822998046875,39.69697189331055,38.84135437011719,39.117645263671875,26.60595703125,7493053
85,2010-05-06,39.01960754394531,39.17112350463867,33.99287033081055,37.56684494018555,25.551170349121094,12622949
86,2010-05-07,37.56684494018555,38.083778381347656,35.7130126953125,36.28342056274414,24.678255081176758,12986028
87,2010-05-10,38.039215087890625,39.96434783935547,38.039215087890625,39.313724517822266,26.73932456970215,10905391
88,2010-05-11,38.573974609375,39.2869873046875,38.27985763549805,38.52941131591797,26.20587730407715,7706008
89,2010-05-12,38.83244323730469,39.260250091552734,38.52941131591797,39.07308578491211,26.575654983520508,6956288
90,2010-05-13,38.957218170166016,39.19786071777344,38.342247009277344,38.386810302734375,26.108871459960938,4431451
91,2010-05-14,37.9144401550293,38.11943054199219,36.292335510253906,36.82709503173828,25.048038482666016,9367241
92,2010-05-17,36.82709503173828,37.43315505981445,36.11408233642578,37.25490188598633,25.339008331298828,7145681
93,2010-05-18,37.843135833740234,37.94117736816406,36.31016159057617,36.46167755126953,24.79949378967285,8122831
94,2010-05-19,36.11408233642578,36.755794525146484,35.16042709350586,36.11408233642578,24.563072204589844,10192024
95,2010-05-20,34.70588302612305,35.08912658691406,33.743316650390625,33.76114273071289,22.962722778320312,11317951
96,2010-05-21,32.513370513916016,35.383243560791016,32.513370513916016,35.187164306640625,23.932626724243164,13240273
97,2010-05-24,35.27629089355469,35.534759521484375,34.33155059814453,34.411766052246094,23.40523910522461,6980411
98,2010-05-25,33.40463638305664,34.982173919677734,32.70944595336914,34.94652557373047,23.76895523071289,11464596
99,2010-05-26,35.588233947753906,36.07843017578125,34.768272399902344,34.982173919677734,23.793209075927734,7690861
100,2010-05-27,35.65953826904297,36.97861099243164,35.09803771972656,36.89839553833008,25.096525192260742,7781407
101,2010-05-28,36.90730667114258,36.90730667114258,35.87343978881836,36.087345123291016,24.544885635375977,5720517
102,2010-06-01,35.62388610839844,36.426025390625,35.35650634765625,35.50802230834961,24.15085792541504,6116695
103,2010-06-02,35.891265869140625,37.09447479248047,35.48128128051758,37.05882263183594,25.205644607543945,6660529
104,2010-06-03,36.951873779296875,37.45989227294922,36.3547248840332,36.87165832519531,25.07834243774414,5840683
105,2010-06-04,35.81996536254883,36.12299346923828,34.09090805053711,34.2958984375,23.32643699645996,11930787
106,2010-06-07,34.91978454589844,35.0089111328125,33.67201232910156,33.752227783203125,22.956653594970703,11228976
