,Date,open,high,low,close,adjclose,volume
0,2019-10-10,16.5,16.698999404907227,13.010000228881836,14.239999771118164,14.053853988647461,2805800
1,2019-10-11,15.34000015258789,15.34000015258789,13.5,13.819999694824219,13.639344215393066,1364300
2,2019-10-14,13.829999923706055,13.90999984741211,12.524999618530273,12.75,12.583332061767578,899100
3,2019-10-15,12.989999771118164,13.0,12.529999732971191,12.920000076293945,12.751110076904297,484700
4,2019-10-16,13.199999809265137,13.880000114440918,12.609999656677246,12.9399995803833,12.77084732055664,524200
5,2019-10-17,13.239999771118164,13.479999542236328,12.675000190734863,13.0,12.830063819885254,413000
6,2019-10-18,13.300000190734863,14.25,13.300000190734863,14.140000343322754,13.955162048339844,231900
7,2019-10-21,14.9399995803833,16.280000686645508,14.819999694824219,16.280000686645508,16.067188262939453,290000
8,2019-10-22,17.049999237060547,20.639999389648438,17.049999237060547,20.639999389648438,20.370193481445312,407900
9,2019-10-23,21.950000762939453,21.989999771118164,16.790000915527344,17.639999389648438,17.409408569335938,476600
10,2019-10-24,18.729999542236328,20.0,17.110000610351562,18.850000381469727,18.603593826293945,269200
11,2019-10-25,18.5,18.5,16.75,17.56999969482422,17.34032440185547,231500
12,2019-10-28,17.079999923706055,18.18000030517578,16.459999084472656,16.459999084472656,16.24483299255371,253000
13,2019-10-29,16.920000076293945,17.28499984741211,16.6299991607666,17.0,16.777774810791016,136700
14,2019-10-30,17.0,17.190000534057617,16.43000030517578,16.790000915527344,16.57052230834961,94100
15,2019-10-31,16.799999237060547,16.81999969482422,16.389999389648438,16.81999969482422,16.600128173828125,63900
16,2019-11-01,16.799999237060547,16.799999237060547,16.1200008392334,16.520000457763672,16.30405044555664,82900
17,2019-11-04,17.049999237060547,19.68000030517578,17.049999237060547,18.969999313354492,18.722023010253906,206800
18,2019-11-05,20.389999389648438,20.389999389648438,18.229999542236328,18.479999542236328,18.238428115844727,97900
19,2019-11-06,18.389999389648438,18.65999984741211,17.030000686645508,17.3799991607666,17.152807235717773,88100
20,2019-11-07,17.360000610351562,18.579999923706055,17.360000610351562,18.420000076293945,18.179214477539062,47700
21,2019-11-08,18.350000381469727,19.139999389648438,18.350000381469727,18.8700008392334,18.62333106994629,78100
22,2019-11-11,19.360000610351562,19.979999542236328,19.040000915527344,19.739999771118164,19.481958389282227,148100
23,2019-11-12,19.5,19.709999084472656,17.06999969482422,17.639999389648438,17.409408569335938,228200
24,2019-11-13,17.799999237060547,18.920000076293945,17.799999237060547,18.549999237060547,18.307514190673828,55700
25,2019-11-14,18.860000610351562,19.3700008392334,18.64699935913086,19.0,18.751632690429688,61800
26,2019-11-15,19.100000381469727,19.799999237060547,19.020000457763672,19.239999771118164,18.988494873046875,65600
27,2019-11-18,19.149999618530273,20.5,19.149999618530273,19.700000762939453,19.442481994628906,120000
28,2019-11-19,19.639999389648438,20.690000534057617,19.5,20.329999923706055,20.064245223999023,99200
29,2019-11-20,20.0,21.670000076293945,19.979999542236328,20.350000381469727,20.083984375,160300
30,2019-11-21,20.799999237060547,22.0,18.600000381469727,19.68000030517578,19.42274284362793,190000
31,2019-11-22,20.0,21.979999542236328,20.0,21.329999923706055,21.05117416381836,89900
32,2019-11-25,22.549999237060547,23.399999618530273,20.3799991607666,20.75,20.478755950927734,188900
33,2019-11-26,21.030000686645508,21.450000762939453,20.489999771118164,21.360000610351562,21.080781936645508,89300
34,2019-11-27,21.920000076293945,21.979999542236328,21.165000915527344,21.8799991607666,21.593982696533203,29700
35,2019-11-29,22.0,23.21500015258789,21.850000381469727,21.979999542236328,21.692676544189453,57000
36,2019-12-02,22.65999984741211,23.1299991607666,21.09000015258789,21.8700008392334,21.584115982055664,106500
37,2019-12-03,22.049999237060547,23.149999618530273,20.719999313354492,20.770000457763672,20.49849510192871,88400
38,2019-12-04,21.489999771118164,22.959999084472656,21.049999237060547,21.3700008392334,21.090652465820312,146500
39,2019-12-05,21.75,22.670000076293945,21.350000381469727,22.489999771118164,22.19601058959961,129900
40,2019-12-06,22.850000381469727,24.469999313354492,22.65999984741211,24.3700008392334,24.051435470581055,251500
41,2019-12-09,25.0,29.969999313354492,25.0,29.0,28.62091064453125,393900
42,2019-12-10,29.0,29.489999771118164,27.280000686645508,28.0,27.633983612060547,180200
43,2019-12-11,28.700000762939453,31.299999237060547,28.649999618530273,31.299999237060547,30.890844345092773,205200
44,2019-12-12,32.70000076293945,34.0,28.979999542236328,29.84000015258789,29.449932098388672,380900
45,2019-12-13,32.150001525878906,32.849998474121094,30.700000762939453,32.45000076293945,32.025814056396484,232700
46,2019-12-16,38.439998626708984,38.75,34.65999984741211,35.0,34.54248046875,622900
47,2019-12-17,36.5099983215332,36.917999267578125,34.81999969482422,36.90999984741211,36.427513122558594,261600
48,2019-12-18,35.47999954223633,35.81999969482422,33.119998931884766,35.0,34.54248046875,146500
49,2019-12-19,33.869998931884766,33.869998931884766,27.72800064086914,29.34000015258789,28.956466674804688,250500
50,2019-12-20,31.809999465942383,34.970001220703125,31.809999465942383,34.970001220703125,34.512874603271484,447900
51,2019-12-23,34.90999984741211,35.900001525878906,33.099998474121094,34.72999954223633,34.27600860595703,103500
52,2019-12-24,34.61000061035156,34.61000061035156,33.0099983215332,33.470001220703125,33.0324821472168,23900
53,2019-12-26,33.290000915527344,34.0,31.590999603271484,33.20000076293945,32.76601028442383,53900
54,2019-12-27,32.61000061035156,33.58000183105469,32.02000045776367,32.58000183105469,32.15411376953125,38100
55,2019-12-30,33.0,34.90999984741211,33.0,34.90999984741211,34.45365524291992,33500
56,2019-12-31,34.709999084472656,34.75899887084961,33.689998626708984,33.880001068115234,33.4371223449707,40000
57,2020-01-02,35.75,38.5,35.36000061035156,38.5,37.996726989746094,139500
58,2020-01-03,38.0,41.25,36.41999816894531,40.04999923706055,39.526466369628906,176000
59,2020-01-06,40.11000061035156,45.0,40.099998474121094,44.58000183105469,43.997249603271484,333300
60,2020-01-07,47.400001525878906,48.849998474121094,41.18000030517578,43.34000015258789,42.773460388183594,562100
61,2020-01-08,44.29999923706055,46.33000183105469,44.18000030517578,45.099998474121094,44.51045227050781,193900
62,2020-01-09,46.54999923706055,46.709999084472656,42.709999084472656,43.27000045776367,42.704376220703125,234900
