Date,Open,High,Low,Close,Adj Close,Volume,Ticker
2002-01-02,0.39375001192092896,0.41607099771499634,0.39214301109313965,0.41607099771499634,0.3546663224697113,529496800,AAPL
2002-01-03,0.4107140004634857,0.42410698533058167,0.4066070020198822,0.42107099294662476,0.358928382396698,612007200,AAPL
2002-01-04,0.41678598523139954,0.42767900228500366,0.410535991191864,0.42303600907325745,0.3606034517288208,409976000,AAPL
2002-01-07,0.42357099056243896,0.4285709857940674,0.40625,0.4089289903640747,0.3485783636569977,444584000,AAPL
2002-01-08,0.40625,0.4116069972515106,0.4010710120201111,0.4037500023841858,0.3441637456417084,450038400,AAPL
2002-01-09,0.4071429967880249,0.4094640016555786,0.3799999952316284,0.38660699129104614,0.32955071330070496,327835200,AAPL
2002-01-10,0.3789289891719818,0.38321399688720703,0.36160698533058167,0.3791069984436035,0.32315751910209656,452737600,AAPL
2002-01-11,0.3819639980792999,0.38999998569488525,0.3678570091724396,0.3758929967880249,0.3204179108142853,348801600,AAPL
2002-01-14,0.3751789927482605,0.3821429908275604,0.3732140064239502,0.3776789903640747,0.3219403028488159,415996000,AAPL
2002-01-15,0.3807139992713928,0.38857099413871765,0.3787499964237213,0.38749998807907104,0.33031192421913147,290320800,AAPL
2002-01-16,0.38232100009918213,0.38232100009918213,0.3660709857940674,0.3710710108280182,0.31630760431289673,566893600,AAPL
2002-01-17,0.39214301109313965,0.4060710072517395,0.39053601026535034,0.4014289975166321,0.3421853482723236,660576000,AAPL
2002-01-18,0.39285698533058167,0.4035710096359253,0.39214301109313965,0.39589300751686096,0.337466299533844,338811200,AAPL
2002-01-22,0.39767900109291077,0.3994640111923218,0.38964301347732544,0.38964301347732544,0.33213862776756287,327314400,AAPL
2002-01-23,0.38928601145744324,0.4114289879798889,0.38553598523139954,0.4110710024833679,0.3504042625427246,443279200,AAPL
2002-01-24,0.4091069996356964,0.41982099413871765,0.4089289903640747,0.41446399688720703,0.35329651832580566,344002400,AAPL
2002-01-25,0.4087499976158142,0.41821399331092834,0.4046429991722107,0.4151790142059326,0.3539060354232788,185914400,AAPL
2002-01-28,0.41785699129104614,0.42053601145744324,0.4057140052318573,0.41553598642349243,0.35421040654182434,186446400,AAPL
2002-01-29,0.41464298963546753,0.42035698890686035,0.4080359935760498,0.4119639992713928,0.3511655032634735,240324000,AAPL
2002-01-30,0.4119639992713928,0.431071013212204,0.4096429944038391,0.43017899990081787,0.36669227480888367,471576000,AAPL
2002-01-31,0.431428998708725,0.4416069984436035,0.4305360019207001,0.4414289891719818,0.3762819170951843,468445600,AAPL
2002-02-01,0.4346430003643036,0.44571399688720703,0.4346430003643036,0.4358929991722107,0.37156298756599426,398305600,AAPL
2002-02-04,0.4342859983444214,0.45571398735046387,0.4321430027484894,0.45267900824546814,0.38587161898612976,522373600,AAPL
2002-02-05,0.44803598523139954,0.4639289975166321,0.44785699248313904,0.45446398854255676,0.3873932957649231,456887200,AAPL
2002-02-06,0.45714300870895386,0.4639289975166321,0.4312500059604645,0.4405359923839569,0.3755207657814026,597576000,AAPL
2002-02-07,0.4401789903640747,0.45160698890686035,0.4300000071525574,0.4339289963245392,0.3698888421058655,347832800,AAPL
2002-02-08,0.4357140064239502,0.4399999976158142,0.41732099652290344,0.42910701036453247,0.36577853560447693,355331200,AAPL
2002-02-11,0.4273209869861603,0.4464290142059326,0.42392900586128235,0.44607099890708923,0.38023892045021057,398602400,AAPL
2002-02-12,0.4403569996356964,0.44714298844337463,0.4366070032119751,0.4412499964237213,0.3761293888092041,224280000,AAPL
2002-02-13,0.4416069984436035,0.45071399211883545,0.4401789903640747,0.44660699367523193,0.38069581985473633,312872000,AAPL
2002-02-14,0.44732099771499634,0.45053601264953613,0.435357004404068,0.4392859935760498,0.3744552731513977,260170400,AAPL
2002-02-15,0.4380359947681427,0.44607099890708923,0.42589300870895386,0.42678600549697876,0.3638000786304474,260187200,AAPL
2002-02-19,0.42428600788116455,0.42625001072883606,0.4014289975166321,0.4039289951324463,0.3443162441253662,390258400,AAPL
2002-02-20,0.4066070020198822,0.4142859876155853,0.3991070091724396,0.4130359888076782,0.3520793318748474,285443200,AAPL
2002-02-21,0.4092859923839569,0.4107140004634857,0.3830359876155853,0.3839290142059326,0.32726800441741943,446751200,AAPL
2002-02-22,0.38678601384162903,0.4098210036754608,0.3839290142059326,0.4060710072517395,0.3461421728134155,406476000,AAPL
2002-02-25,0.4080359935760498,0.4414289891719818,0.3992860019207001,0.42517900466918945,0.3624301254749298,426848800,AAPL
2002-02-26,0.42696401476860046,0.4351789951324463,0.4151790142059326,0.42267900705337524,0.36029911041259766,260131200,AAPL
2002-02-27,0.42750000953674316,0.4330359995365143,0.3739289939403534,0.39214301109313965,0.33426961302757263,1030159200,AAPL
2002-02-28,0.39553600549697876,0.4033930003643036,0.3812499940395355,0.38749998807907104,0.33031192421913147,456937600,AAPL
2002-03-01,0.39160698652267456,0.41964301466941833,0.38964301347732544,0.41874998807907104,0.35694995522499084,348992000,AAPL
2002-03-04,0.41535699367523193,0.4389289915561676,0.4064289927482605,0.4337500035762787,0.3697361648082733,348258400,AAPL
2002-03-05,0.4312500059604645,0.4362500011920929,0.41785699129104614,0.42017900943756104,0.3581681251525879,274702400,AAPL
