,Date,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
,,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
4166,2018-07-20,91.25050354003906,91.74199676513672,90.50299835205078,90.68499755859375,90.68499755859375,77688000,47.94499969482422,48.10749816894531,47.54249954223633,47.86000061035156,45.8718147277832,82704800
4167,2018-07-23,90.6104965209961,90.94999694824219,88.49949645996094,90.0999984741211,90.0999984741211,77770000,47.66999816894531,47.9900016784668,47.38999938964844,47.90250015258789,45.91255569458008,63957600
4168,2018-07-24,91.45050048828125,92.0,90.46900177001953,91.46199798583984,91.46199798583984,85574000,48.11249923706055,48.415000915527344,48.01250076293945,48.25,46.24561309814453,74791600
4169,2018-07-25,91.46499633789062,93.19200134277344,91.13200378417969,93.18049621582031,93.18049621582031,74764000,48.26499938964844,48.712501525878906,48.10749816894531,48.70500183105469,46.68171691894531,66839600
4170,2018-07-26,91.94999694824219,92.23400115966797,90.2249984741211,90.4000015258789,90.4000015258789,198488000,48.65250015258789,48.9900016784668,48.40250015258789,48.5525016784668,46.535552978515625,76304000
4171,2018-07-27,93.80249786376953,94.00250244140625,90.32649993896484,90.8635025024414,90.8635025024414,193620000,48.747501373291016,48.79750061035156,47.525001525878906,47.744998931884766,45.761592864990234,96096000
4172,2018-07-30,91.36650085449219,91.4749984741211,88.3010025024414,88.96099853515625,88.96099853515625,131246000,47.974998474121094,48.04999923706055,47.26750183105469,47.477500915527344,45.50520324707031,84118000
4173,2018-07-31,89.32450103759766,90.09149932861328,86.96600341796875,88.87200164794922,88.87200164794922,114774000,47.57500076293945,48.03499984741211,47.334999084472656,47.5724983215332,45.59626007080078,157492000
4174,2018-08-01,89.19999694824219,89.9219970703125,88.8010025024414,89.8584976196289,89.8584976196289,83062000,49.782501220703125,50.439998626708984,49.32749938964844,50.375,48.28233337402344,271742800
4175,2018-08-02,89.4384994506836,91.8280029296875,89.30000305175781,91.71649932861328,91.71649932861328,87094000,50.14500045776367,52.095001220703125,50.087501525878906,51.84749984741211,49.69366455078125,249616000
4176,2018-08-03,91.88700103759766,92.05000305175781,91.07499694824219,91.16449737548828,91.16449737548828,69210000,51.75749969482422,52.185001373291016,51.369998931884766,51.997501373291016,49.837440490722656,133789600
4177,2018-08-06,91.29049682617188,92.38849639892578,90.94599914550781,92.38749694824219,92.38749694824219,67836000,52.0,52.3125,51.76750183105469,52.26750183105469,50.09621810913086,101701600
4178,2018-08-07,92.72650146484375,93.48600006103516,92.3134994506836,93.1240005493164,93.1240005493164,67550000,52.33000183105469,52.375,51.689998626708984,51.77750015258789,49.6265754699707,102349600
4179,2018-08-08,93.05000305175781,94.57550048828125,92.7249984741211,94.32599639892578,94.32599639892578,79260000,51.51250076293945,51.95249938964844,51.130001068115234,51.8125,49.66012954711914,90102000
4180,2018-08-09,94.0999984741211,95.72850036621094,93.8740005493164,94.9260025024414,94.9260025024414,97208000,52.38249969482422,52.44499969482422,51.79999923706055,52.220001220703125,50.05070114135742,93970400
4181,2018-08-10,94.42549896240234,94.9749984741211,93.9104995727539,94.31500244140625,94.31500244140625,72798000,51.84000015258789,52.275001525878906,51.66749954223633,51.88249969482422,49.901611328125,98444800
4182,2018-08-13,94.92500305175781,96.25,94.68350219726562,94.80999755859375,94.80999755859375,110630000,52.32749938964844,52.73749923706055,51.92499923706055,52.217498779296875,50.22383117675781,103563600
4183,2018-08-14,95.96949768066406,96.05049896240234,95.0,95.98249816894531,95.98249816894531,79722000,52.540000915527344,52.63999938964844,52.064998626708984,52.4375,50.435428619384766,82992000
4184,2018-08-15,95.47750091552734,95.81050109863281,93.489501953125,94.13099670410156,94.13099670410156,154014000,52.30500030517578,52.685001373291016,52.08250045776367,52.560001373291016,50.55324935913086,115230400
4185,2018-08-16,95.1969985961914,95.25,94.17749786376953,94.32599639892578,94.32599639892578,79142000,52.9375,53.45249938964844,52.86750030517578,53.33000183105469,51.29384231567383,114001600
4186,2018-08-17,94.29000091552734,94.4000015258789,92.77749633789062,94.11100006103516,94.11100006103516,82086000,53.36000061035156,54.48749923706055,53.290000915527344,54.39500045776367,52.31818771362305,141708000
4187,2018-08-20,94.52850341796875,94.5875015258789,93.3030014038086,93.83550262451172,93.83550262451172,57240000,54.525001525878906,54.79499816894531,53.77750015258789,53.8650016784668,51.80842590332031,121150800
4188,2018-08-21,94.0,94.88749694824219,93.72049713134766,94.1709976196289,94.1709976196289,62112000,54.20000076293945,54.29750061035156,53.50749969482422,53.7599983215332,51.70743179321289,104639200
4189,2018-08-22,93.83200073242188,95.29000091552734,93.83200073242188,95.24500274658203,95.24500274658203,61610000,53.525001525878906,54.09000015258789,53.459999084472656,53.76250076293945,51.70983123779297,76072400
4190,2018-08-23,95.3584976196289,95.9749984741211,95.03800201416016,95.1449966430664,95.1449966430664,71260000,53.662498474121094,54.26250076293945,53.650001525878906,53.872501373291016,51.81563949584961,75532800
4191,2018-08-24,95.52549743652344,95.80049896240234,95.12699890136719,95.26950073242188,95.26950073242188,56018000,54.150001525878906,54.224998474121094,53.77750015258789,54.040000915527344,51.97673797607422,73905600
4192,2018-08-27,95.75,96.38500213623047,95.46399688720703,96.38400268554688,96.38400268554688,71380000,54.287498474121094,54.685001373291016,54.08250045776367,54.48500061035156,52.40475082397461,82100400
4193,2018-08-28,96.8864974975586,97.08899688720703,96.44100189208984,96.64099884033203,96.64099884033203,62014000,54.752498626708984,55.1349983215332,54.72999954223633,54.92499923706055,52.82794952392578,91107200
