date,open,high,low,close,adjclose,volume
3/9/2010,7.796785831,8.035714149,7.781785965,7.965000153,6.789507866,920259200
3/10/2010,7.993928909,8.052857399,7.971428871,8.029999733,6.844914436,596218000
3/11/2010,7.996786118,8.053570747,7.975714207,8.053570747,6.865008831,405700400
3/12/2010,8.12035656,8.133213997,8.0625,8.092857361,6.898496151,416323600
3/15/2010,8.049285889,8.053570747,7.866071224,7.99428606,6.814473629,493502800
3/16/2010,8.006428719,8.034999847,7.946785927,8.01607132,6.833042145,446908000
3/17/2010,8.032142639,8.087499619,7.973928928,8.004285812,6.822998047,450956800
3/18/2010,8.003570557,8.035714149,7.95035696,8.02321434,6.839130402,342109600
3/19/2010,8.028214455,8.044285774,7.901071072,7.9375,6.766068459,559445600
3/22/2010,7.873929024,8.071429253,7.862500191,8.026785851,6.84217453,456419600
3/23/2010,8.058570862,8.170714378,8.003570557,8.155714035,6.952077866,602431200
3/24/2010,8.130000114,8.221428871,8.125356674,8.191785812,6.982823849,597780400
3/25/2010,8.247142792,8.248929024,8.080356598,8.094642639,6.900017262,542284400
3/26/2010,8.176786423,8.283928871,8.162500381,8.246429443,7.029402733,640875200
3/29/2010,8.321429253,8.352499962,8.272143364,8.299642563,7.074762821,540744400
3/30/2010,8.449999809,8.4814291,8.366070747,8.423213959,7.18009758,527310000
3/31/2010,8.410357475,8.450357437,8.373571396,8.392856598,7.154220104,430659600
4/1/2010,8.478928566,8.526070595,8.3125,8.427499771,7.183752537,603145200
4/5/2010,8.39214325,8.518214226,8.384642601,8.517499924,7.260469437,684507600
4/6/2010,8.507143021,8.579999924,8.464285851,8.555000305,7.292432308,447017200
4/7/2010,8.555356979,8.640000343,8.523571014,8.592857361,7.32470417,628502000
4/8/2010,8.587142944,8.626428604,8.501428604,8.569643021,7.304916382,572989200
4/9/2010,8.62250042,8.638929367,8.587857246,8.635356903,7.360931873,334182800
4/12/2010,8.649999619,8.681071281,8.636071205,8.653214455,7.376157284,333026400
4/13/2010,8.637857437,8.67142868,8.611070633,8.658213615,7.38041544,306210800
4/14/2010,8.760000229,8.778928757,8.716786385,8.774642944,7.479658604,404076400
4/15/2010,8.777856827,8.893928528,8.768214226,8.890000343,7.5779953,376784800
4/16/2010,8.87749958,8.969285965,8.73392868,8.83571434,7.531720638,750545600
4/19/2010,8.822500229,8.853214264,8.634642601,8.823928833,7.521671295,566924400
4/20/2010,8.876428604,8.901785851,8.677143097,8.735357285,7.446176052,738326400
4/21/2010,9.242856979,9.294643402,9.133213997,9.257857323,7.891560555,982391200
4/22/2010,9.222857475,9.526785851,9.149999619,9.516785622,8.112275124,793424800
4/23/2010,9.571070671,9.720713615,9.535714149,9.672499657,8.245013237,796955600
4/26/2010,9.710000038,9.730713844,9.578213692,9.625,8.204520226,479068800
4/27/2010,9.54535675,9.565713882,9.304286003,9.358571053,7.977410793,709343600
4/28/2010,9.401785851,9.428570747,9.157500267,9.342857361,7.964016914,758402400
4/29/2010,9.3935709,9.642856598,9.357500076,9.594285965,8.178339958,558840800
4/30/2010,9.618213654,9.66321373,9.321429253,9.324643135,7.948496819,542463600
5/3/2010,9.422857285,9.56714344,9.388570786,9.512499809,8.108625412,454342000
5/4/2010,9.388929367,9.403214455,9.169643402,9.238571167,7.875121593,723819600
5/5/2010,9.036786079,9.219285965,8.883213997,9.142499924,7.793230057,883103200
5/6/2010,9.065357208,9.223214149,7.116071224,8.794643402,7.496709824,1285860800
5/7/2010,8.703928947,8.806071281,8.043213844,8.423570633,7.180402756,1676018400
5/10/2010,8.9375,9.094642639,8.876070976,9.071070671,7.73234272,984306400
5/11/2010,8.994285583,9.281785965,8.946429253,9.161429405,7.809363365,848906800
5/12/2010,9.258570671,9.397500038,9.239286423,9.360357285,7.978937149,654379600
5/13/2010,9.400713921,9.464285851,9.157142639,9.227143288,7.865381718,599712400
5/14/2010,9.112856865,9.159999847,8.910714149,9.06499958,7.727166176,759362800
5/17/2010,9.096428871,9.14928627,8.846785545,9.079285622,7.739343166,762834800
5/18/2010,9.177857399,9.23392868,8.937856674,9.012857437,7.682719231,782678400
5/19/2010,8.910714149,9.032856941,8.744643211,8.869285583,7.56033802,1025726800
5/20/2010,8.638570786,8.708929062,8.436071396,8.491429329,7.238245964,1282915200
5/21/2010,8.31499958,8.732143402,8.262499809,8.654286385,7.377068043,1223891200
5/24/2010,8.831428528,8.96071434,8.795000076,8.812856674,7.512236595,754238800
5/25/2010,8.548213959,8.812856674,8.470000267,8.757857323,7.465353489,1048006400
5/26/2010,8.931428909,9.00464344,8.705356598,8.718214035,7.431563377,850654000
5/27/2010,8.949999809,9.067500114,8.896785736,9.048213959,7.712860584,666282400
5/28/2010,9.263929367,9.264286041,9.048213959,9.174285889,7.820325375,815614800
6/1/2010,9.274642944,9.497857094,9.248571396,9.315357208,7.940577507,876472800
6/2/2010,9.447856903,9.45714283,9.297499657,9.426786423,8.035560608,688548000
6/3/2010,9.470713615,9.48392868,9.300356865,9.397143364,8.0102911,650106800
6/4/2010,9.221785545,9.353570938,9.093929291,9.141428947,7.79231739,758304400
6/7/2010,9.224642754,9.255356789,8.948213577,8.962142944,7.639490604,886942000
6/8/2010,9.044285774,9.064286232,8.77321434,8.904643059,7.59047699,1000770400
6/9/2010,8.981071472,8.996429443,8.660357475,8.685713768,7.403858662,854630000
6/10/2010,8.744285583,8.963570595,8.649999619,8.946785927,7.626401901,776356000
6/11/2010,8.865357399,9.066429138,8.834643364,9.053929329,7.717732906,545759200
6/14/2010,9.141428947,9.255356789,9.071785927,9.081428528,7.741170406,602960400
6/15/2010,9.130000114,9.280357361,9.125,9.274642944,7.905871868,585074000
6/16/2010,9.324999809,9.5625,9.308214188,9.544643402,8.136023521,783678000
6/17/2010,9.66428566,9.746429443,9.625,9.709643364,8.276672363,872855200
6/18/2010,9.723214149,9.821429253,9.693571091,9.78821373,8.343647003,784621600
6/21/2010,9.917499542,9.964642525,9.597499847,9.648928642,8.224919319,776490400
6/22/2010,9.720000267,9.856071472,9.696429253,9.780357361,8.336953163,717262000
6/23/2010,9.806428909,9.809286118,9.567856789,9.677499771,8.249275208,768457200
6/24/2010,9.678570747,9.757143021,9.574999809,9.607143402,8.189300537,714277200
6/25/2010,9.645000458,9.652500153,9.493213654,9.524999619,8.119277954,549942400
